LGA_CODE_2021,Per_age_15over_C11_M,Per_age_15over_C11_F,Per_age_15over_C11_P,Per_age_15over_C16_M,Per_age_15over_C16_F,Per_age_15over_C16_P,Per_age_15over_C21_M,Per_age_15over_C21_F,Per_age_15over_C21_P,Lfs_Em_FT_C11_M,Lfs_Em_FT_C11_F,Lfs_Em_FT_C11_P,Lfs_Em_FT_C16_M,Lfs_Em_FT_C16_F,Lfs_Em_FT_C16_P,Lfs_Em_FT_C21_M,Lfs_Em_FT_C21_F,Lfs_Em_FT_C21_P,Lfs_Em_PT_C11_M,Lfs_Em_PT_C11_F,Lfs_Em_PT_C11_P,Lfs_Em_PT_C16_M,Lfs_Em_PT_C16_F,Lfs_Em_PT_C16_P,Lfs_Em_PT_C21_M,Lfs_Em_PT_C21_F,Lfs_Em_PT_C21_P,Lfs_Em_AFWr_C11_M,Lfs_Em_AFWr_C11_F,Lfs_Em_AFWr_C11_P,Lfs_Em_AFWr_C16_M,Lfs_Em_AFWr_C16_F,Lfs_Em_AFWr_C16_P,Lfs_Em_AFWr_C21_M,Lfs_Em_AFWr_C21_F,Lfs_Em_AFWr_C21_P,Lfs_Unem_LFW_C11_M,Lfs_Unem_LFW_C11_F,Lfs_Unem_LFW_C11_P,Lfs_Unem_LFW_C16_M,Lfs_Unem_LFW_C16_F,Lfs_Unem_LFW_C16_P,Lfs_Unem_LFW_C21_M,Lfs_Unem_LFW_C21_F,Lfs_Unem_LFW_C21_P,Lfs_Tot_LForc_C11_M,Lfs_Tot_LForc_C11_F,Lfs_Tot_LForc_C11_P,Lfs_Tot_LForc_C16_M,Lfs_Tot_LForc_C16_F,Lfs_Tot_LForc_C16_P,Lfs_Tot_LForc_C21_M,Lfs_Tot_LForc_C21_F,Lfs_Tot_LForc_C21_P,N_LForc_C11_M,N_LForc_C11_F,N_LForc_C11_P,N_LForc_C16_M,N_LForc_C16_F,N_LForc_C16_P,N_LForc_C21_M,N_LForc_C21_F,N_LForc_C21_P,Pcnt_Unemp_C11_M,Pcnt_Unemp_C11_F,Pcnt_Unemp_C11_P,Pcnt_Unemp_C16_M,Pcnt_Unemp_C16_F,Pcnt_Unemp_C16_P,Pcnt_Unemp_C21_M,Pcnt_Unemp_C21_F,Pcnt_Unemp_C21_P,Pcnt_LForc_prt_C11_M,Pcnt_LForc_prt_C11_F,Pcnt_LForc_prt_C11_P,Pcnt_LForc_prt_C16_M,Pcnt_LForc_prt_C16_F,Pcnt_LForc_prt_C16_P,Pcnt_LForc_prt_C21_M,Pcnt_LForc_prt_C21_F,Pcnt_LForc_prt_C21_P,Pcnt_Emp_to_pop_C11_M,Pcnt_Emp_to_pop_C11_F,Pcnt_Emp_to_pop_C11_P,Pcnt_Emp_to_pop_C16_M,Pcnt_Emp_to_pop_C16_F,Pcnt_Emp_to_pop_C16_P,Pcnt_Emp_to_pop_C21_M,Pcnt_Emp_to_pop_C21_F,Pcnt_Emp_to_pop_C21_P,H_no_sc_qu_Po_De_C11_M,H_no_sc_qu_Po_De_C11_F,H_no_sc_qu_Po_De_C11_P,H_no_sc_qu_Po_De_C16_M,H_no_sc_qu_Po_De_C16_F,H_no_sc_qu_Po_De_C16_P,H_no_sc_qu_Po_De_C21_M,H_no_sc_qu_Po_De_C21_F,H_no_sc_qu_Po_De_C21_P,H_n_s_q_Gr_D_G_Ce_C11_M,H_n_s_q_Gr_D_G_Ce_C11_F,H_n_s_q_Gr_D_G_Ce_C11_P,H_n_s_q_Gr_D_G_Ce_C16_M,H_n_s_q_Gr_D_G_Ce_C16_F,H_n_s_q_Gr_D_G_Ce_C16_P,H_n_s_q_Gr_D_G_Ce_C21_M,H_n_s_q_Gr_D_G_Ce_C21_F,H_n_s_q_Gr_D_G_Ce_C21_P,H_n_s_q_BD_C11_M,H_n_s_q_BD_C11_F,H_n_s_q_BD_C11_P,H_n_s_q_BD_C16_M,H_n_s_q_BD_C16_F,H_n_s_q_BD_C16_P,H_n_s_q_BD_C21_M,H_n_s_q_BD_C21_F,H_n_s_q_BD_C21_P,H_n_s_q_AdDip_DL_C11_M,H_n_s_q_AdDip_DL_C11_F,H_n_s_q_AdDip_DL_C11_P,H_n_s_q_AdDip_DL_C16_M,H_n_s_q_AdDip_DL_C16_F,H_n_s_q_AdDip_DL_C16_P,H_n_s_q_AdDip_DL_C21_M,H_n_s_q_AdDip_DL_C21_F,H_n_s_q_AdDip_DL_C21_P,H_n_s_q_Cert_III_IV_C11_M,H_n_s_q_Cert_III_IV_C11_F,H_n_s_q_Cert_III_IV_C11_P,H_n_s_q_Cert_III_IV_C16_M,H_n_s_q_Cert_III_IV_C16_F,H_n_s_q_Cert_III_IV_C16_P,H_n_s_q_Cert_III_IV_C21_M,H_n_s_q_Cert_III_IV_C21_F,H_n_s_q_Cert_III_IV_C21_P,H_n_s_q_Cert_I_II_C11_M,H_n_s_q_Cert_I_II_C11_F,H_n_s_q_Cert_I_II_C11_P,H_n_s_q_Cert_I_II_C16_M,H_n_s_q_Cert_I_II_C16_F,H_n_s_q_Cert_I_II_C16_P,H_n_s_q_Cert_I_II_C21_M,H_n_s_q_Cert_I_II_C21_F,H_n_s_q_Cert_I_II_C21_P,H_n_s_q_Cert_Lev_nfd_C11_M,H_n_s_q_Cert_Lev_nfd_C11_F,H_n_s_q_Cert_Lev_nfd_C11_P,H_n_s_q_Cert_Lev_nfd_C16_M,H_n_s_q_Cert_Lev_nfd_C16_F,H_n_s_q_Cert_Lev_nfd_C16_P,H_n_s_q_Cert_Lev_nfd_C21_M,H_n_s_q_Cert_Lev_nfd_C21_F,H_n_s_q_Cert_Lev_nfd_C21_P,H_n_s_q_Cert_Lev_Tot_C11_M,H_n_s_q_Cert_Lev_Tot_C11_F,H_n_s_q_Cert_Lev_Tot_C11_P,H_n_s_q_Cert_Lev_Tot_C16_M,H_n_s_q_Cert_Lev_Tot_C16_F,H_n_s_q_Cert_Lev_Tot_C16_P,H_n_s_q_Cert_Lev_Tot_C21_M,H_n_s_q_Cert_Lev_Tot_C21_F,H_n_s_q_Cert_Lev_Tot_C21_P,Mi_Liv_SA_1yr_ag_C11_M,Mi_Liv_SA_1yr_ag_C11_F,Mi_Liv_SA_1yr_ag_C11_P,Mi_Liv_SA_1yr_ag_C16_M,Mi_Liv_SA_1yr_ag_C16_F,Mi_Liv_SA_1yr_ag_C16_P,Mi_Liv_SA_1yr_ag_C21_M,Mi_Liv_SA_1yr_ag_C21_F,Mi_Liv_SA_1yr_ag_C21_P,Mi_Liv_DA_1yr_ag_C11_M,Mi_Liv_DA_1yr_ag_C11_F,Mi_Liv_DA_1yr_ag_C11_P,Mi_Liv_DA_1yr_ag_C16_M,Mi_Liv_DA_1yr_ag_C16_F,Mi_Liv_DA_1yr_ag_C16_P,Mi_Liv_DA_1yr_ag_C21_M,Mi_Liv_DA_1yr_ag_C21_F,Mi_Liv_DA_1yr_ag_C21_P,Mi_Liv_SA_5yrs_ag_C11_M,Mi_Liv_SA_5yrs_ag_C11_F,Mi_Liv_SA_5yrs_ag_C11_P,Mi_Liv_SA_5yrs_ag_C16_M,Mi_Liv_SA_5yrs_ag_C16_F,Mi_Liv_SA_5yrs_ag_C16_P,Mi_Liv_SA_5yrs_ag_C21_M,Mi_Liv_SA_5yrs_ag_C21_F,Mi_Liv_SA_5yrs_ag_C21_P,Mi_Liv_DA_5yrs_ag_C11_M,Mi_Liv_DA_5yrs_ag_C11_F,Mi_Liv_DA_5yrs_ag_C11_P,Mi_Liv_DA_5yrs_ag_C16_M,Mi_Liv_DA_5yrs_ag_C16_F,Mi_Liv_DA_5yrs_ag_C16_P,Mi_Liv_DA_5yrs_ag_C21_M,Mi_Liv_DA_5yrs_ag_C21_F,Mi_Liv_DA_5yrs_ag_C21_P
LGA17950,1136,1044,2185,1085,1069,2153,1022,1037,2056,636,273,906,517,287,809,498,273,779,56,241,303,69,204,272,59,202,268,51,49,99,37,36,71,31,32,65,37,40,77,47,39,87,32,20,52,782,598,1381,671,564,1241,621,537,1160,294,400,688,308,391,700,286,378,657,5.2,6.1,5.6,7.2,7.1,7.1,5.1,3.9,4.6,69,57.4,63.4,62,53.1,57.6,61.1,51.7,56.4,65.3,53.9,59.9,57.5,49.3,53.5,58,49.7,53.8,0,7,9,11,10,21,15,12,28,7,14,20,4,17,19,9,21,32,57,110,165,59,130,188,55,130,190,44,77,124,40,96,140,48,95,149,212,70,285,229,84,313,201,87,287,8,28,33,6,22,27,14,16,35,9,22,34,22,34,56,15,11,31,228,121,357,252,140,390,230,119,347,1102,1117,2216,1070,1082,2155,968,977,1943,203,184,382,121,102,215,127,135,262,812,801,1618,815,785,1594,723,715,1445,401,408,815,315,328,642,308,322,630
LGA18020,3779,3872,7651,3846,3861,7700,3804,3872,7669,1493,744,2239,1326,691,2017,1281,742,2023,317,818,1129,316,784,1102,361,783,1148,134,120,245,108,104,209,118,112,232,167,110,277,165,122,290,106,112,221,2103,1789,3894,1917,1700,3622,1868,1753,3619,1409,1826,3235,1486,1726,3214,1399,1565,2968,7.9,6.2,7.1,8.7,7.1,7.9,5.6,6.5,6.1,55.7,46.2,50.9,49.9,44.1,47,49.1,45.2,47.2,51.2,43.4,47.3,45.6,41,43.3,46.4,42.3,44.3,27,41,74,39,54,91,54,61,114,12,45,60,19,62,73,19,72,87,154,322,477,178,368,554,191,390,582,155,276,439,159,293,453,172,329,506,807,388,1197,851,418,1264,850,490,1340,50,97,142,53,76,135,42,100,144,41,83,122,76,83,166,45,94,137,896,561,1456,984,579,1564,934,682,1617,3917,3896,7815,3636,3589,7225,3438,3371,6812,538,578,1112,441,495,933,480,523,1004,2898,2838,5732,2691,2583,5272,2583,2535,5115,1274,1340,2616,1206,1316,2520,1126,1180,2305
LGA18050,26194,27496,53689,26955,29150,56107,27726,30069,57794,13784,9743,23534,14421,10546,24964,13820,10900,24719,3066,5699,8762,3438,6480,9921,3973,6175,10154,800,940,1733,637,908,1546,1417,1935,3356,736,709,1442,729,725,1457,742,730,1472,18386,17088,35475,19229,18654,37885,19956,19743,39699,4524,7435,11961,4742,7302,12041,5939,8377,14317,4,4.2,4.1,3.8,3.9,3.8,3.7,3.7,3.7,70.2,62.2,66.1,71.3,64,67.5,72,65.7,68.7,67.4,59.6,63.4,68.6,61.5,64.9,69.3,63.2,66.1,2413,2223,4642,2999,3168,6170,3818,4042,7856,471,760,1233,592,795,1385,587,1000,1581,7279,8080,15358,8047,9383,17430,9465,11140,20609,2149,3033,5188,2109,3100,5209,2174,3123,5293,2899,1244,4143,2700,1163,3869,2760,1170,3928,114,182,297,92,158,249,112,209,319,236,464,697,394,605,992,378,530,904,3251,1890,5138,3186,1923,5109,3246,1910,5153,21561,22559,44113,22058,23306,45372,23827,25040,48863,5639,6001,11641,5988,6418,12395,7038,7770,14807,12446,13285,25729,12769,13449,26218,13628,14456,28085,12938,13572,26507,14167,15263,29433,15689,16882,32569
LGA18100,1507,1473,2981,1519,1534,3052,1561,1488,3050,608,284,897,597,291,889,596,285,874,150,314,467,132,331,459,145,370,513,44,46,86,41,48,88,45,51,96,44,32,71,37,35,78,45,29,73,843,681,1518,809,706,1515,824,730,1560,581,744,1321,570,678,1247,629,646,1270,4.9,4.6,4.7,4.8,5.4,5.1,5.1,4.2,4.7,55.9,46.1,51.1,53.6,46,49.8,52.9,49.3,51.1,53.2,44,48.7,51,43.5,47.2,50.2,47.2,48.7,4,9,16,4,18,32,10,31,41,9,27,31,10,21,27,9,38,39,66,130,193,74,157,234,94,167,261,61,111,170,68,134,200,85,150,239,334,131,471,356,170,522,375,203,579,18,31,50,17,44,56,15,33,49,23,34,59,24,44,70,38,29,66,371,201,573,395,256,651,433,260,693,1577,1519,3093,1461,1448,2914,1518,1431,2944,183,210,394,170,171,347,168,164,333,1190,1143,2327,1125,1078,2210,1172,1086,2262,453,490,948,443,476,915,448,451,894
LGA18200,2731,2543,5271,2835,2685,5515,3117,2912,6027,1288,626,1916,1107,585,1688,1307,690,1992,258,556,812,279,614,890,274,685,960,96,77,172,104,106,207,107,123,225,104,87,186,110,75,179,82,58,142,1739,1344,3082,1594,1375,2968,1770,1546,3317,810,1047,1856,901,1031,1935,918,1014,1938,5.8,6.3,6,6.8,5.2,6,4.6,3.8,4.2,63.8,52.8,58.5,56.2,51.2,53.8,56.8,53.2,55.1,60.1,49.4,55,52.4,48.6,50.6,54.2,51.2,52.7,9,13,28,11,40,53,29,46,75,20,37,53,15,40,65,23,59,78,118,241,363,129,262,391,163,348,515,120,177,297,138,232,365,179,292,476,646,251,901,709,330,1042,753,358,1106,18,40,60,32,44,68,30,63,97,32,46,72,41,51,90,36,56,97,693,336,1031,782,427,1205,820,478,1303,2817,2590,5404,2680,2522,5199,2898,2702,5604,403,418,823,383,413,799,402,395,795,2014,1799,3808,1951,1778,3731,2009,1792,3801,993,1003,1999,940,1018,1961,1083,1097,2186
LGA18250,25782,28719,54493,28250,31650,59897,29110,32219,61331,13747,8838,22586,14590,9739,24335,13632,9841,23476,3127,6212,9339,3620,6855,10472,4089,6525,10618,748,986,1730,601,903,1506,1368,1856,3222,820,817,1634,972,970,1942,873,856,1731,18439,16854,35294,19789,18463,38250,19963,19074,39043,5989,10562,16547,7040,11593,18631,8136,11947,20085,4.4,4.8,4.6,4.9,5.2,5.1,4.4,4.5,4.4,71.5,58.7,64.8,70,58.3,63.9,68.6,59.2,63.7,68.3,55.8,61.8,66.6,55.3,60.6,65.6,56.5,60.8,3362,2891,6251,4247,4096,8348,5051,5185,10240,604,925,1530,664,1019,1686,818,1192,2013,7790,8330,16118,8890,9721,18615,9745,10599,20344,2164,3228,5393,2261,3278,5538,2298,3355,5649,2184,1069,3254,2016,1131,3148,2024,1102,3132,118,203,316,99,210,308,116,220,334,281,486,771,382,685,1062,421,638,1057,2587,1752,4342,2496,2023,4524,2557,1963,4522,25257,27361,52621,26898,29141,56042,28502,30790,59293,5190,5634,10828,5996,6596,12587,6424,6846,13270,15327,16890,32212,16106,17584,33691,17990,19646,37633,13030,14112,27143,15367,16832,32194,15178,16327,31508
LGA18350,16942,18844,35786,18614,20862,39475,20845,23064,43908,7483,3884,11365,7744,4285,12024,8309,4887,13201,2113,4610,6730,2481,5150,7635,3179,5783,8960,576,588,1164,466,516,986,812,991,1807,430,418,844,394,417,809,386,346,733,10600,9501,20104,11088,10365,21454,12686,12011,24693,5481,8536,14025,6248,9112,15357,7034,9835,16869,4.1,4.4,4.2,3.5,4,3.8,3,2.9,3,62.6,50.4,56.2,59.6,49.7,54.3,60.9,52.1,56.2,60,48.2,53.8,57.5,47.7,52.3,59,50.6,54.6,662,550,1212,921,852,1768,1409,1382,2796,222,428,651,309,545,856,380,747,1133,1950,2443,4399,2285,3098,5386,3069,4205,7279,1317,2124,3441,1516,2541,4062,1826,2976,4797,4474,1769,6241,4891,2182,7070,5396,2543,7941,120,321,441,133,349,483,183,393,573,295,558,849,397,827,1223,418,783,1199,4888,2646,7534,5426,3358,8778,5999,3714,9714,17444,18945,36385,17548,19211,36753,20011,21635,41646,2698,3069,5769,3176,3511,6688,3684,4031,7714,11678,12639,24313,11392,12370,23764,12900,13938,26844,7294,8214,15503,8644,9729,18373,9752,10665,20418
LGA18400,16461,16813,33274,18659,19178,37834,20938,21308,42243,9313,4574,13887,10222,5388,15614,9514,5539,15053,1519,4581,6097,1910,5203,7112,2817,5369,8186,654,649,1305,627,704,1336,1573,1717,3288,460,474,933,456,544,1002,413,371,784,11945,10284,22224,13214,11841,25059,14320,12997,27316,3783,5849,9636,4382,6276,10652,5558,7250,12808,3.9,4.6,4.2,3.5,4.6,4,2.9,2.9,2.9,72.6,61.1,66.8,70.8,61.7,66.2,68.4,61,64.7,69.8,58.3,64,68.4,58.9,63.6,66.4,59.2,62.8,289,336,626,375,558,929,472,761,1232,130,251,387,148,325,470,174,448,624,949,1722,2674,1226,2143,3369,1424,2756,4179,918,1559,2479,1263,2222,3485,1491,2548,4035,5649,1909,7554,6545,2602,9142,7593,3270,10865,128,346,473,147,381,530,156,430,584,196,469,663,340,622,966,372,653,1024,5969,2725,8692,7034,3606,10640,8116,4357,12471,18201,18120,36319,19588,19665,39247,22523,22352,44878,2329,2508,4841,2752,2849,5597,2885,2976,5866,12897,12832,25732,13290,13123,26415,15482,15281,30764,6175,6447,12618,7821,8219,16040,8284,8538,16825
LGA18450,76939,79810,156744,81805,85263,167076,86252,90609,176857,33158,16716,49878,33778,18665,52443,33166,20054,53221,8334,19095,27427,9939,21117,31062,12006,21178,33183,2758,2785,5542,2217,2530,4751,5127,6492,11615,3472,2721,6197,3711,3049,6758,2830,2191,5023,47721,41324,89045,49648,45359,95009,53129,49914,103044,25302,34990,60293,27729,35453,63178,29108,36450,65557,7.3,6.6,7,7.5,6.7,7.1,5.3,4.4,4.9,62,51.8,56.8,60.7,53.2,56.9,61.6,55.1,58.3,57.5,48.4,52.9,56.2,49.6,52.8,58.3,52.7,55.4,3239,2852,6093,4080,4027,8107,5609,5907,11512,879,1504,2383,1100,2032,3133,1339,2706,4049,7996,9878,17874,9714,12326,22046,12004,15779,27776,5439,6981,12425,6315,8669,14988,6980,9453,16438,19767,7895,27667,21032,9431,30466,22271,11230,33493,668,1451,2119,682,1410,2098,757,1496,2258,914,1986,2901,1382,2662,4046,1366,2632,3997,21347,11333,32682,23105,13504,36604,24393,15362,39749,77919,79968,157885,78990,81518,160508,85563,88007,173573,12072,12398,24470,13217,13374,26594,14068,14760,28822,54611,56174,110786,55007,56736,111744,58779,60728,119508,29850,30892,60743,33672,34643,68312,35553,37022,72581
LGA18500,20515,23587,44105,20997,24773,45765,20973,24566,45542,10528,7659,18189,10915,8326,19244,10105,8104,18209,2465,4516,6984,2721,4900,7621,3118,4645,7763,577,796,1370,429,709,1140,907,1346,2252,532,482,1014,475,493,966,448,514,963,14106,13458,27560,14543,14428,28974,14582,14610,29195,4105,7722,11832,4513,8008,12526,5288,8578,13867,3.8,3.6,3.7,3.3,3.4,3.3,3.1,3.5,3.3,68.7,57,62.5,69.3,58.3,63.3,69.5,59.5,64.1,66.2,55,60.2,67,56.3,61.2,67.4,57.4,62,2572,2244,4816,3078,2887,5966,3597,3520,7117,419,698,1115,467,788,1264,541,860,1403,6509,7205,13709,7003,8160,15162,7633,9004,16629,1448,2451,3903,1407,2433,3836,1445,2346,3789,1367,773,2143,1334,737,2073,1246,746,1994,71,121,191,67,117,184,67,129,197,170,321,491,296,515,818,259,461,722,1612,1217,2824,1703,1369,3072,1578,1336,2913,17275,19728,37005,17710,20144,37852,18854,21278,40131,4248,4872,9123,4509,5334,9837,4590,5501,10091,10144,11875,22020,10128,11923,22049,11435,13167,24598,10216,11541,21758,11454,13072,24527,11030,12634,23666
LGA18710,5782,5923,11702,6178,6564,12746,6760,7101,13862,3160,1863,5022,3116,2003,5123,3429,2257,5684,702,1533,2230,761,1645,2409,909,1850,2761,239,275,509,244,311,548,222,339,563,93,95,192,124,117,243,137,120,254,4193,3759,7959,4244,4078,8324,4697,4560,9256,1274,1857,3132,1484,1975,3466,1715,2218,3937,2.3,2.5,2.4,2.9,2.9,2.9,2.9,2.6,2.8,72.6,63.5,68,68.7,62.1,65.3,69.5,64.2,66.8,70.9,61.9,66.4,66.6,60.3,63.4,67.5,62.6,65,287,248,536,337,350,690,459,488,948,125,201,326,125,257,379,175,322,497,666,957,1623,763,1178,1936,923,1404,2324,417,563,981,528,659,1194,613,808,1413,1385,536,1921,1507,635,2145,1665,831,2494,56,86,142,50,87,139,50,106,162,57,150,203,87,195,281,94,203,293,1495,768,2265,1640,923,2563,1803,1138,2945,6032,6156,12187,6300,6508,12802,7052,7327,14377,947,983,1930,948,1033,1980,925,972,1897,3969,3955,7924,4457,4511,8974,4811,4965,9778,2541,2717,5257,2383,2692,5074,2771,2960,5730
LGA19399,472,397,868,467,407,871,428,408,840,303,163,461,259,147,402,201,137,342,52,94,140,54,80,136,72,97,166,23,30,51,27,28,56,23,27,48,7,3,10,5,8,12,7,6,16,377,285,667,342,268,604,303,267,572,76,102,182,71,99,168,89,100,192,1.6,1.8,1.7,0.9,2.3,1.5,2.6,2.2,2.5,80.7,71.6,76.5,72.4,66,69.5,70.9,65.4,68.2,79.4,70.4,75.3,71.8,64.5,68.4,69,64,66.5,6,4,9,5,7,14,5,16,21,0,9,11,0,5,8,5,5,9,21,43,67,26,54,78,38,54,93,23,40,62,27,39,62,25,46,68,122,49,169,124,62,179,125,60,177,6,11,18,6,7,10,3,4,14,14,8,24,18,7,28,9,13,23,138,66,210,141,77,220,135,78,216,479,420,904,436,380,819,422,386,807,56,55,115,50,51,101,54,59,111,360,306,660,323,267,595,330,289,615,151,134,284,142,136,281,122,136,261
LGA19499,6957,4779,11736,6959,4583,11549,5734,4381,10112,1522,761,2287,1322,656,1976,762,470,1229,470,531,1004,527,520,1048,410,506,910,215,152,371,190,117,307,216,155,370,641,422,1062,586,353,939,392,252,647,2852,1865,4716,2627,1651,4275,1775,1382,3161,2237,2150,4391,2183,1880,4059,1917,1722,3630,22.6,22.6,0,22.3,21.7,0,22.1,18.4,0,41,39,0,37.7,35.9,0,31,31.6,0,31.7,30.2,0,29.3,28.1,0,24.1,25.8,0,159,183,345,189,175,369,146,181,327,44,66,113,48,71,118,33,76,109,597,681,1277,572,677,1250,425,540,969,295,349,644,297,373,662,274,339,614,1083,362,1451,1060,353,1412,858,463,1326,69,95,164,68,66,126,55,72,127,66,125,190,104,91,196,74,104,176,1222,581,1804,1236,507,1738,985,636,1621,1337,811,2145,1574,844,2416,1117,690,1808,4154,3581,7736,3359,2842,6197,2858,2673,5527,878,479,1350,1030,547,1573,761,424,1186,4323,3700,8016,3734,3029,6763,3046,2835,5882
LGA19799,56,54,107,158,221,377,0,0,0,18,6,18,28,23,47,0,0,0,0,0,3,7,20,27,0,0,0,8,3,13,22,31,51,0,0,0,0,0,0,3,5,3,0,0,0,22,13,28,60,71,133,0,0,0,26,38,65,73,110,184,0,0,0,0,0,0,3.4,4.1,3.8,0,0,0,40.7,18.5,29.6,37.8,33,35,50,0,50,40.7,18.5,29.6,36.5,31.7,33.7,50,0,50,0,0,0,7,5,9,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,7,21,33,0,0,0,3,3,4,10,17,29,0,0,0,19,9,25,42,17,59,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,9,8,0,0,0,24,7,29,39,31,75,0,0,0,46,47,90,137,187,324,0,0,0,9,6,13,18,19,39,0,0,0,35,32,68,103,141,248,0,0,0,20,13,38,45,62,107,0,0,0
