UCL_CODE_2021,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,non_sch_qual_PostGrad_Dgre_M,non_sch_qual_PostGrad_Dgre_F,non_sch_qual_PostGrad_Dgre_P,non_sch_qual_Gr_Dip_Gr_Crt_M,non_sch_qual_Gr_Dip_Gr_Crt_F,non_sch_qual_Gr_Dip_Gr_Crt_P,non_sch_qual_Bchelr_Degree_M,non_sch_qual_Bchelr_Degree_F,non_sch_qual_Bchelr_Degree_P,non_sch_qual_Advnd_Dip_Dip_M,non_sch_qual_Advnd_Dip_Dip_F,non_sch_qual_Advnd_Dip_Dip_P,non_sch_qual_Cert3a4_Level_M,non_sch_qual_Cert3a4_Level_F,non_sch_qual_Cert3a4_Level_P,non_sch_qual_Cert1a2_Level_M,non_sch_qual_Cert1a2_Level_F,non_sch_qual_Cert1a2_Level_P,non_sch_qual_Certnfd_Level_M,non_sch_qual_Certnfd_Level_F,non_sch_qual_Certnfd_Level_P,non_sch_qual_CertTot_Level_M,non_sch_qual_CertTot_Level_F,non_sch_qual_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
UCL122085,128,104,228,24,9,34,10,18,29,4,4,8,4,0,4,43,32,79,68,57,132,6.7,9.7,7.9,35.7,30.1,33.2,33.3,27.2,30.6,0,3,3,0,0,0,0,6,7,8,11,12,26,17,34,0,6,8,3,0,4,29,23,48,114,94,213,16,16,29,71,65,135,52,44,97
UCL122086,170,159,327,35,28,60,4,22,34,0,6,6,9,6,7,52,60,111,83,69,151,15.1,5.1,9.8,31.7,36.6,34.1,26.9,34.8,30.8,3,0,3,3,0,8,8,12,18,3,11,10,17,14,27,0,0,5,0,0,4,23,14,31,148,129,274,18,25,36,123,96,217,35,50,80
UCL122087,82,83,162,21,10,35,6,20,23,4,4,4,6,5,4,37,29,71,42,42,84,10,6.3,8.3,48.8,39.5,44.2,43.9,37,40.5,3,0,6,4,3,9,9,11,15,10,10,16,24,17,37,0,3,3,4,4,9,30,19,54,80,72,152,11,11,23,62,58,119,21,24,52
UCL122088,115,102,214,30,16,48,12,19,31,3,3,11,6,0,6,48,39,94,53,43,100,8,2.4,5.5,43.9,41.8,42.9,40.4,40.8,40.6,0,0,5,0,3,3,8,9,13,5,9,7,29,20,50,3,0,5,4,0,4,40,21,57,106,89,193,15,12,22,80,59,141,28,30,64
UCL122089,187,179,368,67,44,113,21,49,76,11,10,15,0,7,11,99,108,209,69,55,121,2,4.6,3.3,54,60,56.9,52.9,57.2,55,0,0,3,0,0,3,6,12,21,8,19,22,61,45,107,6,3,5,0,5,9,73,58,126,173,176,347,29,32,61,103,106,207,84,91,176
UCL122090,203,186,395,68,38,109,35,50,88,16,21,42,6,4,5,130,111,244,55,67,123,3,1.8,2.5,64.4,59.3,61.9,62.4,58.2,60.4,9,19,29,3,7,7,36,38,75,18,30,46,59,22,77,0,10,8,6,0,3,60,27,90,189,179,369,26,14,41,144,142,284,54,50,107
UCL122091,125,141,270,43,28,73,6,34,44,3,3,9,4,0,4,63,63,125,42,48,90,4.9,0,2.4,48.8,45.5,47,46.4,45.5,45.9,0,0,0,0,0,0,5,11,13,6,14,19,29,26,57,0,0,0,0,4,4,33,28,57,114,120,230,25,24,50,75,71,153,49,58,104
UCL122092,137,161,304,54,33,87,19,48,67,0,9,7,0,0,3,76,98,169,55,61,113,1.3,4.1,2.9,54,59.8,57.1,53.2,57.3,55.4,10,7,15,0,8,8,17,28,50,15,15,34,53,27,77,0,4,4,0,8,9,55,42,96,151,181,328,12,10,21,110,125,231,50,60,104
UCL122093,128,164,293,47,39,86,15,36,46,5,5,12,3,0,3,66,82,149,43,61,103,4.5,0,2,51.2,49.7,50.3,48.8,49.7,49.3,0,0,0,0,7,7,9,24,30,3,8,15,27,17,46,0,4,4,0,0,3,31,18,46,107,137,242,19,28,53,76,92,174,43,69,107
UCL122094,145,158,300,38,30,72,18,27,52,3,5,9,6,3,14,67,72,142,64,71,137,10.1,5.6,7.9,47.3,46.1,46.7,42.5,43.5,43,6,0,5,6,0,5,13,25,37,9,19,26,45,24,71,0,0,0,3,4,6,48,27,75,138,141,282,16,14,29,90,91,182,60,67,123
UCL122095,91,94,180,30,21,50,23,28,47,5,0,9,5,0,5,60,45,106,25,34,62,8.3,0,4.6,65.9,52.2,59,60.4,52.2,56.3,0,0,0,0,0,0,3,9,13,4,9,15,31,21,54,0,7,8,3,4,5,33,25,62,89,79,172,16,13,32,60,62,123,43,27,70
UCL122096,117,100,220,36,17,46,20,27,44,9,5,10,0,6,3,56,48,109,48,42,92,1.7,8.3,4.6,50.4,47.5,49.1,49.6,43.6,46.8,0,4,3,0,4,6,7,6,9,4,15,18,41,15,59,0,0,0,0,7,7,41,19,60,103,84,189,17,16,32,64,59,127,50,40,88
UCL122097,93,83,172,38,20,57,13,24,43,0,4,9,3,0,3,54,49,107,23,27,46,5.2,2.1,3.8,63,58.5,60.9,59.8,57.3,58.6,0,0,0,0,0,0,0,3,3,3,4,13,29,17,52,0,0,0,3,4,6,32,24,59,80,87,162,12,15,23,57,54,116,32,38,65
UCL122098,194,221,416,21,16,39,21,40,69,0,6,10,14,8,18,64,69,132,84,88,170,21.9,9.9,15.6,33,32,32.5,25.8,28.8,27.4,4,9,10,3,5,8,10,28,42,18,24,38,32,35,63,0,7,3,5,8,7,37,39,74,148,147,301,24,35,58,98,78,174,68,96,166
UCL122099,106,98,208,33,18,47,21,29,45,0,0,0,6,0,3,54,47,100,42,49,84,3.6,4.3,4,50.9,45.5,48.3,49.1,43.6,46.4,4,4,9,5,8,6,3,21,24,8,3,11,32,13,40,0,0,0,0,4,3,31,15,50,95,94,191,20,18,35,71,58,131,36,46,85
UCL122100,235,207,441,47,37,86,26,38,66,6,3,9,11,5,15,90,89,178,113,106,218,10.8,3.5,7.3,40.1,40.5,40.3,35.8,39,37.3,14,10,23,6,3,10,28,26,58,24,25,51,55,28,87,0,0,3,3,11,11,60,44,103,186,176,356,45,33,77,125,119,242,96,85,184
UCL122101,154,155,311,57,38,94,23,42,71,6,7,15,6,3,5,89,93,179,55,54,108,4.5,5.4,4.9,57.1,61.2,59.1,54.5,57.9,56.2,6,3,9,5,4,13,19,27,43,9,25,32,59,32,94,0,6,6,3,7,8,62,41,103,148,144,289,29,27,58,97,98,197,74,70,141
UCL122102,137,129,267,31,18,49,14,21,28,4,0,10,0,0,3,48,42,91,55,60,119,4.1,7,5.4,35.5,33.9,34.7,34.1,31.5,32.8,5,0,5,0,0,0,9,15,26,4,20,23,23,14,45,0,4,4,0,4,3,27,23,54,108,99,211,18,20,35,78,77,153,39,42,85
UCL122103,82,86,167,35,17,53,9,15,28,7,4,11,0,0,0,53,35,84,26,43,70,1.9,0,1.1,63.4,42.2,52.7,62.2,42.2,52.1,0,0,0,0,0,0,3,4,8,0,6,7,28,14,43,0,8,5,0,0,3,31,23,49,84,78,161,9,16,23,59,62,127,25,28,52
UCL122104,183,176,355,85,43,125,22,40,68,13,15,28,6,5,8,122,103,227,59,69,127,3.2,4.8,3.9,68.1,60.7,64.5,65.9,57.8,62,9,5,20,4,4,4,30,27,54,19,12,33,57,25,83,0,7,8,3,7,10,57,35,91,188,184,377,14,17,30,153,148,301,49,50,105
UCL122105,130,108,246,67,36,100,26,32,62,4,4,12,0,0,6,103,79,179,27,28,61,3.9,3.9,3.9,76.1,70.6,73.7,73.1,67.9,70.8,29,22,45,6,10,10,14,29,44,18,9,22,36,6,42,0,0,8,4,0,3,38,10,51,145,120,272,22,15,38,114,87,200,48,37,86
UCL122106,129,128,256,38,20,55,3,17,26,10,8,17,0,0,0,52,43,92,38,43,87,0,2.3,1.1,39.5,34.4,37,39.5,33.6,36.6,0,0,0,0,0,0,0,10,10,5,3,9,31,13,45,0,5,5,0,6,5,28,21,46,85,85,173,17,14,33,64,68,135,34,30,60
UCL122107,141,148,283,64,32,91,19,43,63,8,11,21,6,0,9,95,87,185,42,53,93,3.1,2.3,2.7,69.8,59.6,64.6,67.6,58.2,62.8,5,0,8,0,0,0,8,16,26,10,14,22,66,33,97,0,3,3,0,5,5,66,43,107,145,148,296,13,13,35,111,103,216,42,52,94
UCL122108,100,99,199,5,23,27,18,12,26,7,3,13,3,0,5,34,35,72,54,49,100,8.8,2.6,5.6,34,37.6,35.8,31,36.6,33.8,5,8,7,0,0,0,16,11,31,7,18,18,26,12,36,0,0,0,0,5,5,26,13,39,77,79,159,7,10,19,54,49,98,37,38,70
UCL122109,50,37,89,28,13,45,8,14,22,3,4,4,0,0,0,40,34,72,0,0,3,2.4,0,1.4,82.4,82.1,82.2,80.4,82.1,81.1,3,0,3,0,0,0,5,15,26,5,5,5,11,5,17,0,0,0,0,0,0,10,5,22,41,21,66,9,10,24,24,17,44,24,17,45
UCL122110,136,151,287,71,43,119,17,40,53,4,4,13,4,0,4,95,95,188,34,56,94,4.2,1.1,2.7,70.9,60.3,65.3,67.9,59.6,63.5,3,3,13,0,6,8,12,31,43,10,17,30,47,35,81,3,0,3,0,6,13,49,41,92,144,174,310,25,22,41,106,130,241,49,57,100
UCL122111,152,142,288,64,33,101,24,41,70,11,10,24,9,0,8,109,94,204,32,44,77,5.5,1.1,3.4,72.4,66.9,69.8,68.4,66.2,67.4,14,9,18,0,7,3,19,24,45,18,17,43,44,9,56,4,4,7,3,0,7,51,18,65,172,155,332,12,10,19,116,110,223,65,46,113
UCL122112,135,127,263,33,19,54,19,37,53,3,8,10,4,3,7,54,64,118,71,59,133,7,3.2,5,41.6,49.2,45.2,38.7,47.6,43,0,8,3,0,3,3,5,16,22,6,11,21,55,18,74,0,4,3,3,0,5,57,24,85,110,107,212,25,17,41,81,75,154,48,43,100
UCL122113,84,79,167,27,24,51,13,13,31,3,6,8,0,0,0,40,44,88,35,36,73,0,2.3,1.2,51.2,53.7,52.4,51.2,52.4,51.8,0,0,4,0,0,0,4,11,19,5,14,15,35,19,43,5,5,0,0,3,0,31,22,52,79,72,152,16,15,29,66,55,124,23,27,56
UCL122114,131,126,261,22,19,44,16,26,40,4,3,8,0,0,3,46,48,98,79,70,151,6.8,3.9,5.3,34.1,39.8,37,31.8,38.3,35,3,10,8,8,6,14,22,15,39,11,13,24,39,21,58,0,0,6,0,7,7,38,24,66,119,117,234,8,17,29,90,92,182,35,45,83
UCL122115,122,115,239,42,18,58,14,27,44,5,4,8,0,3,4,60,54,115,55,57,108,3.1,3.9,3.5,52,44.3,48.3,50.4,42.6,46.6,9,3,5,0,6,10,9,22,32,19,14,34,41,16,55,0,5,3,5,4,5,47,23,66,113,116,232,14,9,24,70,68,140,49,54,105
UCL122116,128,128,252,22,21,45,25,23,45,5,3,13,3,0,0,57,50,105,61,63,124,3.7,1.9,2.8,43.2,40.9,42.1,41.6,40.2,40.9,18,15,30,0,9,8,18,31,52,16,13,26,29,7,34,0,3,3,0,0,9,30,16,49,119,107,227,9,14,26,88,74,161,41,48,91
UCL122117,174,161,336,107,37,139,11,57,72,7,14,24,3,0,3,128,111,230,42,48,91,1.6,0,0.9,72,66.9,69.6,70.9,66.9,69,0,3,0,0,3,4,9,23,36,10,17,28,77,34,112,0,0,7,0,11,11,86,43,131,202,181,383,18,20,36,152,135,286,53,57,110
UCL122118,110,117,229,54,29,87,13,31,42,6,7,12,0,0,0,72,74,146,32,36,78,0,1.4,0.7,60.5,64.3,62.4,60.5,63.5,62,0,5,5,0,4,4,3,12,18,6,9,15,53,33,87,3,0,3,5,3,7,53,41,93,129,131,259,9,10,20,95,92,183,35,38,78
UCL122119,141,143,289,43,25,68,20,42,64,6,9,12,0,0,0,73,79,154,65,57,121,1.4,2.5,2,50.4,54.8,52.6,49.6,53.4,51.6,16,14,23,7,10,18,18,30,49,8,24,31,45,17,67,0,4,7,8,0,5,55,30,84,137,131,267,13,19,34,93,90,184,47,56,104
UCL122120,174,185,359,76,60,129,23,56,80,8,5,9,7,0,5,109,116,230,58,55,106,3.7,0.8,2.2,63.4,64.5,64,61,64,62.6,0,8,5,0,3,5,8,28,40,7,16,24,69,37,114,0,4,4,3,4,9,73,51,124,183,181,372,28,47,73,126,127,251,72,92,162
UCL122121,110,124,230,43,31,77,15,38,51,4,7,12,0,0,5,65,73,140,35,40,67,1.6,1.4,1.4,59.3,59.7,59.5,58.3,58.9,58.6,0,3,8,0,3,3,4,12,14,10,13,19,34,24,60,0,3,6,4,4,3,45,28,67,120,114,228,13,13,30,82,85,162,38,39,85
UCL122122,190,173,365,83,42,129,28,49,83,13,15,27,4,3,7,124,115,242,54,59,115,3.1,2.6,2.9,68.4,64.8,66.7,66.3,63.1,64.7,10,18,29,4,6,11,30,43,78,27,21,48,59,20,79,0,4,3,0,8,5,63,28,90,212,220,427,19,22,38,148,154,308,65,60,126
UCL122123,83,92,174,19,15,31,10,16,22,0,4,0,4,0,5,34,30,64,45,55,97,16.1,6.5,11.3,39.2,33,35.8,32.9,30.9,31.8,4,5,5,0,0,0,5,7,11,8,8,12,23,13,40,0,3,3,3,0,3,27,16,42,84,96,177,10,5,13,58,77,134,25,23,48
UCL122124,112,105,216,71,47,119,15,27,46,3,0,3,0,0,5,87,84,168,22,19,42,1.1,2.4,1.8,79.1,76.9,78,78.2,75,76.6,9,14,23,8,8,12,18,36,52,16,10,26,24,13,37,0,0,0,0,0,0,28,16,45,124,117,248,17,17,33,81,75,158,50,54,107
UCL122125,97,84,184,22,11,34,7,11,15,3,0,5,4,0,5,37,22,61,49,48,96,11.4,12,11.7,36.5,28.7,32.8,32.3,25.3,29,0,0,0,5,0,5,4,8,16,7,7,16,33,9,36,0,0,0,4,4,6,32,12,48,74,75,151,13,7,19,64,57,118,26,24,47
UCL122126,166,170,336,79,52,133,26,41,64,10,9,11,0,0,0,117,93,214,42,64,105,2.6,1,1.9,70.9,58.1,64.5,69.1,57.5,63.3,13,9,19,6,9,16,23,35,57,19,28,45,51,18,71,0,0,0,0,8,7,47,28,79,183,169,347,19,22,40,105,106,210,90,77,167
UCL122127,126,129,253,39,13,51,23,39,60,0,7,11,4,4,3,59,64,126,53,56,112,3.3,4.6,4,48.4,50.4,49.4,46.8,48.1,47.4,0,3,12,0,3,5,9,15,20,9,11,12,30,23,52,0,3,3,4,0,3,40,25,64,120,107,230,13,19,36,88,81,167,44,51,97
UCL122128,78,84,166,30,15,48,9,22,25,0,0,0,0,3,3,42,43,85,31,35,67,0,7.5,3.7,51.9,47.1,49.4,51.9,43.5,47.6,0,0,0,0,0,0,0,3,9,0,4,7,27,12,40,0,5,9,0,9,6,30,19,46,87,87,173,3,5,14,53,49,110,28,37,64
UCL122129,115,131,252,44,24,75,7,43,53,6,3,14,0,0,3,66,79,145,44,51,89,1.5,1.3,1.4,55.1,58.8,57,54.2,58,56.2,4,4,9,0,4,8,5,22,28,8,13,14,37,23,63,0,4,4,0,5,3,41,30,70,119,123,242,14,21,30,89,93,177,38,46,79
UCL122130,87,84,168,23,15,42,12,21,32,7,0,8,0,3,4,48,41,89,30,32,64,2.2,4.9,3.4,52.9,50,51.5,51.7,47.6,49.7,0,4,3,3,0,3,3,9,19,3,12,21,32,11,35,0,0,5,0,7,7,34,18,47,82,80,161,12,8,20,63,58,123,21,22,47
UCL122131,198,167,363,76,48,124,35,50,84,3,4,9,3,3,6,123,97,224,12,16,30,2.5,2,2.3,62.6,58.9,60.9,61,57.7,59.5,3,4,14,0,5,8,20,24,45,20,15,38,32,12,47,0,0,0,0,5,4,38,15,48,105,86,193,44,48,90,70,57,126,77,72,148
UCL122132,197,184,380,35,12,53,10,30,42,5,4,12,10,5,18,68,59,125,102,109,214,18.6,10.5,15,35.9,31,33.5,29.2,27.7,28.5,0,0,0,0,0,6,0,3,3,4,12,18,25,27,46,0,3,5,0,7,10,28,32,61,162,171,334,30,27,59,122,126,246,69,68,135
UCL122133,156,90,247,26,8,36,15,16,27,3,0,10,9,0,11,55,28,83,59,44,106,18.2,3.7,13.4,35.5,29.7,33.3,29,28.6,28.9,6,0,3,0,0,3,0,0,5,5,8,13,26,3,36,5,0,6,0,0,6,31,9,43,104,65,171,27,14,44,69,38,112,62,35,93
UCL122134,161,161,316,71,40,114,19,45,66,13,8,19,5,0,6,102,104,206,45,46,94,3.8,1,2.4,65.6,62.9,64.3,63.1,62.3,62.7,9,8,12,9,5,14,17,25,43,20,21,42,47,35,83,0,3,3,0,0,3,49,39,90,163,144,308,22,23,46,122,108,229,57,57,111
UCL122135,127,81,208,47,25,72,30,21,46,0,3,5,4,0,6,83,52,130,28,25,48,5,5.9,5.3,63,63.7,63.3,59.8,60,59.9,0,3,3,0,0,0,6,12,18,10,5,17,23,16,35,0,0,0,0,4,4,25,17,44,82,65,148,39,17,56,42,34,78,72,50,117
UCL122136,57,78,138,4,8,11,7,5,9,0,4,5,11,10,19,18,26,45,38,46,83,52.6,33.3,41.3,33.3,34.2,33.8,15.8,22.8,19.9,0,0,0,0,0,0,0,5,5,0,4,4,4,7,8,4,3,5,0,0,0,6,6,13,71,95,165,4,5,10,60,74,139,7,15,28
UCL122137,112,122,234,21,16,40,13,21,36,3,0,3,3,0,4,49,39,86,48,61,113,8.9,5,7.1,40.2,32.8,36.3,36.6,31.1,33.8,0,0,4,0,0,0,0,9,9,4,12,12,24,11,31,0,5,5,0,5,5,24,17,38,93,94,189,18,20,33,68,72,138,35,38,78
UCL122138,149,143,290,36,36,70,16,25,38,4,3,6,5,0,5,64,62,123,70,66,138,9.7,0,4.9,42.5,41.8,42.1,38.4,41.8,40.1,5,3,6,0,0,0,6,14,22,5,17,21,31,18,53,0,0,4,4,8,7,33,26,65,132,130,264,26,18,38,93,92,182,58,53,115
UCL122139,114,107,220,33,19,57,14,27,42,4,4,7,9,3,5,58,53,116,48,52,98,10,5.6,7.9,53.1,50,51.6,47.8,47.2,47.5,0,0,0,0,0,0,3,12,12,5,10,13,37,21,52,3,3,3,0,0,0,40,27,61,115,108,225,7,11,18,84,84,165,38,31,70
UCL122140,81,85,168,25,14,38,6,14,22,0,4,4,4,0,8,32,36,69,33,31,66,9.1,2.9,5.9,40.2,41.2,40.7,36.6,40,38.3,0,0,3,0,0,0,0,12,12,3,11,12,16,7,23,0,0,0,0,0,0,20,7,23,73,81,154,8,7,15,53,60,115,21,23,44
UCL122141,159,152,309,69,37,100,35,53,87,9,11,21,0,5,5,110,103,217,33,42,78,0.9,3.9,2.3,71,67.3,69.2,70.3,64.7,67.5,0,5,12,3,5,7,15,26,35,13,26,40,72,25,99,0,0,5,0,8,5,72,34,110,142,150,290,26,33,54,84,85,171,82,79,155
UCL122142,86,88,172,20,10,33,16,28,39,3,5,11,5,0,12,44,51,90,35,39,68,13.6,6.4,9.9,51.8,53.4,52.6,44.7,50,47.4,0,7,3,0,5,5,5,10,21,4,17,16,26,13,36,0,4,4,4,0,4,24,19,39,82,81,164,13,13,29,63,63,123,30,28,61
UCL122143,88,93,177,23,14,40,16,19,34,4,5,10,3,3,11,49,41,84,27,26,54,11.1,4.8,8,51.1,46.7,48.9,45.5,44.4,44.9,4,5,6,3,0,3,13,13,26,8,10,15,21,14,31,0,0,0,0,3,3,21,13,33,65,63,128,17,24,39,36,39,71,46,52,94
UCL122144,166,193,363,44,35,79,21,34,57,8,0,11,10,9,19,81,79,164,74,104,180,10.8,9.9,10.4,50,42,45.7,44.6,37.8,40.9,0,3,0,0,0,3,4,15,25,14,15,30,52,38,88,0,3,4,0,6,9,52,48,103,173,181,358,14,31,46,115,134,244,70,74,141
UCL122145,108,98,205,30,9,40,13,12,25,0,4,7,8,8,8,47,29,78,47,54,108,12.5,16.7,14.1,44.9,30.9,38.2,39.3,25.8,32.8,0,0,0,0,0,4,0,0,6,3,9,13,18,15,28,0,0,4,0,0,4,18,12,37,88,92,176,17,12,29,68,64,130,34,32,70
UCL122146,122,106,230,31,15,48,6,14,21,9,8,9,4,6,12,52,37,90,62,64,123,11.5,8.1,10.1,42.3,35.2,39,37.4,32.4,35.1,0,6,4,0,0,3,6,4,8,4,3,8,28,12,38,0,3,3,0,0,4,30,18,47,114,96,207,9,12,16,79,69,151,39,36,76
UCL122147,90,99,188,16,10,26,3,10,11,0,0,0,6,7,11,23,29,53,57,66,120,24,28.6,26.4,27.2,28.6,27.9,20.7,20.4,20.5,0,0,6,0,3,3,9,3,8,0,8,6,18,4,22,0,0,0,0,0,4,18,7,26,92,92,186,6,16,21,53,53,104,33,45,74
UCL122148,110,82,192,24,9,39,8,16,28,0,0,4,3,7,8,48,31,79,53,41,91,8.9,16.7,12,39.5,37.5,38.7,36,31.3,34,0,0,0,0,0,0,0,3,4,7,10,11,29,8,41,0,5,8,0,4,4,30,15,49,87,68,155,15,10,25,66,47,121,31,28,58
UCL122149,141,137,281,54,33,86,11,27,38,3,0,3,10,0,10,71,61,131,62,61,115,8.6,1.6,5.3,48.3,44.9,46.6,44.1,44.1,44.1,0,0,0,3,0,4,3,8,5,0,13,15,25,15,38,0,0,5,0,5,7,27,19,47,135,141,272,21,12,31,110,91,202,34,47,85
UCL122150,173,185,362,66,39,106,43,68,111,15,8,18,3,5,8,120,113,237,43,57,98,3.3,1.7,2.5,68.6,62.7,65.6,66.3,61.6,63.9,0,4,7,3,3,5,5,22,27,13,18,30,63,35,105,0,0,0,4,9,12,72,45,115,175,188,367,30,28,63,114,117,230,82,86,165
UCL122151,125,125,250,27,18,44,12,22,30,3,7,11,0,7,5,48,44,94,54,63,124,4.3,9.1,6.6,38.8,34.9,36.8,37.2,31.7,34.4,3,0,4,0,4,4,5,11,18,5,10,17,37,12,49,0,3,3,0,4,8,35,21,55,107,102,203,16,18,32,83,92,171,37,27,64
UCL122152,149,134,285,26,11,39,11,24,32,0,0,0,4,3,8,48,40,83,97,83,176,9.1,7.7,8.4,28.9,29.8,29.3,26.3,27.5,26.9,4,0,3,0,3,4,0,6,6,11,10,22,36,15,53,0,0,0,0,3,3,41,23,60,139,112,250,15,15,38,100,88,194,45,37,87
UCL122153,164,161,327,57,38,91,29,36,63,8,8,12,8,4,17,100,86,188,55,65,125,11.7,5.7,8.9,62,54.4,58.3,54.8,51.2,53.1,6,13,13,0,6,7,16,26,42,11,23,32,68,24,92,0,0,3,5,0,3,70,29,99,160,162,323,16,13,30,125,128,257,49,44,91
UCL122154,178,166,347,71,38,108,42,60,101,3,9,15,7,4,7,114,114,231,55,50,104,5.2,1.7,3.5,65.2,67.6,66.4,61.8,66.5,64.1,3,12,22,5,11,16,30,41,77,21,23,44,49,26,79,0,0,4,8,6,12,60,38,92,172,174,349,31,18,52,130,126,258,63,60,127
UCL122155,202,219,415,87,56,146,13,62,73,15,6,21,7,5,7,124,128,250,61,67,131,3.3,2.3,2.8,61.5,60.5,61,59.5,59.1,59.3,0,0,0,0,7,4,7,21,21,13,15,25,61,39,99,0,7,9,0,4,6,61,45,108,192,201,393,20,21,43,144,148,295,56,63,123
UCL122156,162,178,345,71,40,114,14,47,66,3,4,3,7,6,12,91,97,190,60,74,132,6.3,3.1,4.7,57.6,54.2,55.8,53.9,52.5,53.2,5,0,5,0,0,0,0,8,11,4,11,16,60,40,95,0,0,3,3,8,7,67,41,111,184,180,368,22,22,42,115,126,243,70,69,141
UCL122157,184,171,351,86,47,138,24,48,75,23,16,44,4,0,4,134,120,258,36,42,81,2.9,0.8,2,75.6,69.6,72.6,73.3,69,71.2,5,15,16,0,4,5,13,20,35,11,22,37,62,26,93,0,6,6,0,4,6,68,32,99,199,173,375,14,15,28,175,148,322,36,34,72
UCL122158,86,97,188,30,19,56,7,13,21,4,0,7,7,0,7,50,36,86,38,63,102,12,0,7.1,57.5,35,45.5,50.6,35,42.2,0,0,0,0,0,0,5,8,15,0,4,11,18,13,30,0,5,4,0,4,4,22,14,38,90,88,177,9,22,34,64,63,125,35,50,79
UCL131001,243500,229449,472950,101640,55781,157425,31614,60981,92599,10949,11614,22568,5144,3957,9103,149358,132337,281693,74021,79115,153135,3.4,3,3.2,61.3,57.7,59.6,59.2,56,57.6,6982,8690,15679,2559,6253,8816,22374,36061,58433,16518,26003,42518,69522,30946,100464,2280,4515,6793,4106,6847,10954,75911,42299,118212,237378,224292,461664,28979,28630,57604,174703,162975,337678,79865,79123,158990
UCL179997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL199994,5734,4381,10112,762,470,1229,410,506,910,216,155,370,392,252,647,1775,1382,3161,1917,1722,3630,22.1,18.4,20.5,31,31.6,31.3,24.1,25.8,24.9,146,181,327,33,76,109,425,540,969,274,339,614,858,463,1326,55,72,127,74,104,176,985,636,1621,1117,690,1808,2858,2673,5527,761,424,1186,3046,2835,5882
